20/01/2019,2:09 pm,Messages and calls are end-to-end encrypted. No one outside of this chat,not even WhatsApp,can read or listen to them. Tap to learn more.
20/01/2019,2:09 pm,You created group "Kya mile? "
12/06/2020,11:19 am,RED,Le nai sakta
12/06/2020,11:19 am,Tosiba,govt ne sab khol diya h lekin abhi lockdown me hi rho bas
12/06/2020,11:19 am,RED,Hn
12/06/2020,11:19 am,Tosiba,koi dikkt nhi h bhai bas safe reh
12/06/2020,11:19 am,Tosiba,aur saman ek hi baar me mangva
12/06/2020,11:19 am,Tosiba,jitne chaiye
12/06/2020,11:19 am,RED,Han
12/06/2020,11:20 am,Tosiba,koi dikkt ho to bta dio
12/06/2020,11:20 am,Tosiba,apan hai
12/06/2020,11:21 am,Gotiya,haan @919205900612  bta dui
12/06/2020,11:21 am,Gotiya,dio*
12/06/2020,11:21 am,Tosiba,bas safe raho sab
12/06/2020,11:53 am,RED,Thankyou bhaio
14/06/2020,12:56 am,Tosiba,kya chalra h robin
14/06/2020,12:56 am,Tosiba,progress
14/06/2020,12:56 am,Tosiba,checkup
14/06/2020,12:56 am,Tosiba,sab kesa chal rha h??
14/06/2020,1:11 am,Anurag,Vo kal call krega
14/06/2020,1:12 am,Anurag,Usne msg kia tha merko 11 bje
14/06/2020,1:12 am,Anurag,Chal kl baat krnege
14/06/2020,1:12 am,Anurag,G.n
14/06/2020,1:19 am,Tosiba,ok
14/06/2020,7:51 am,RED,Bhai abhi normal h sab
14/06/2020,8:16 am,Gotiya,bdia... uncle kse hM
14/06/2020,8:16 am,Gotiya,h*
14/06/2020,10:11 am,RED,Theek h
15/06/2020,12:13 am,Tosiba,doctor kya bolra h robin abhi??
15/06/2020,12:14 am,Tosiba,aur baaki koi dikkt to nhi hori na?
15/06/2020,12:14 am,Tosiba,bas bhai baaki ghr valo ko na ho ye dhyan rkhna
15/06/2020,1:12 am,RED,Vhi rakh rhe h
15/06/2020,1:20 am,Tosiba,doctor ne bola kya h vese abhi?
15/06/2020,1:20 am,RED,Doctor khe rha h
15/06/2020,1:20 am,RED,14 days bhas
15/06/2020,1:20 am,RED,Vitamin c khate rho
15/06/2020,1:20 am,RED,Theek ho jaoge
15/06/2020,1:21 am,RED,Immunity better krte tho
15/06/2020,1:21 am,RED,Full khana khao
15/06/2020,1:21 am,RED,Etc
15/06/2020,1:21 am,Tosiba,acha
15/06/2020,1:21 am,RED,Vaccine h nai
15/06/2020,1:21 am,RED,Vese we realised something
15/06/2020,1:21 am,Tosiba,kya??
15/06/2020,1:21 am,RED,Which 97% people doesnt know
15/06/2020,1:21 am,RED,My father got a stamp on his hand which says
15/06/2020,1:22 am,RED,Proud to be delite home quarantine myslef
15/06/2020,1:22 am,RED,Till 24 june
15/06/2020,1:22 am,RED,And we realised we have green sticker outside my house
15/06/2020,1:22 am,RED,Not red
15/06/2020,1:23 am,RED,I reasearced and found its a
15/06/2020,1:23 am,RED,Sticker and stamp which is for people who got contact with a person who got covid symptoms
15/06/2020,1:24 am,RED,So they tell u to quarantine for 14 days
15/06/2020,1:24 am,RED,After that they will test
15/06/2020,1:24 am,RED,https://www.youtube.com/watch?v=ZwgqSzFHxQs
15/06/2020,1:24 am,RED,<Media omitted>
15/06/2020,1:25 am,Tosiba,bhai corona itni badi bimari nhi h
15/06/2020,1:25 am,Tosiba,agar bnda positive rhe to
15/06/2020,1:25 am,RED,Corona la vaccine nai h islie
15/06/2020,1:25 am,Tosiba,ye logo k mnn me darr beth gya h bas
15/06/2020,1:26 am,Tosiba,log darr jate h bahut
15/06/2020,1:26 am,RED,Tujhe pata h mere papa ne bilkul sai time test kra dia
15/06/2020,1:26 am,Tosiba,ki corona ho gya to theek nhi honge
15/06/2020,1:26 am,RED,Covid ke log khulla ghum rhe h
15/06/2020,1:26 am,RED,We suspect that papa ke bike ko kisi ne touch kia
15/06/2020,1:26 am,RED,Aur bacteria
15/06/2020,1:26 am,RED,Ke contact m a gye
15/06/2020,1:27 am,Tosiba,acha
15/06/2020,1:27 am,RED,But still if u are not immune its danger
15/06/2020,1:27 am,Tosiba,mere papa bhi bike ze hi office jate h
15/06/2020,1:28 am,RED,Seee.... Basic stuff is... Its a flu.... Like a cold... We are immune to cold because its normal and ancient we catch cold and our body fix itself
15/06/2020,1:28 am,RED,But covid is new virus
15/06/2020,1:28 am,Tosiba,haa
15/06/2020,1:28 am,RED,So its unknown to our body
15/06/2020,1:28 am,Tosiba,ek baar body ne fix kr diya to fir dubara vo bas ek normal cold hoga
15/06/2020,1:28 am,RED,Right
15/06/2020,1:31 am,Tosiba,progress to achi ho rhi h na uncle ki??
15/06/2020,1:31 am,RED,Yar abhi tho theel h
15/06/2020,1:31 am,RED,Throat m h abhi cough
15/06/2020,1:31 am,RED,Its gonna take lil bit time thiugh
15/06/2020,1:32 am,RED,Waiting for it to past
15/06/2020,1:32 am,RED,Pass
15/06/2020,1:32 am,Tosiba,yup
15/06/2020,1:33 am,Tosiba,jldi ho jaye
15/06/2020,1:33 am,RED,Waiting for vaccine for the world
15/06/2020,1:34 am,RED,There are so many research going on
15/06/2020,1:34 am,RED,30+ types of vaccine
15/06/2020,1:34 am,Tosiba,bhai vaccine bnne me to pta nhi kitna time lagega
15/06/2020,1:34 am,RED,Like Rna,dna,protein,pathogen
15/06/2020,1:34 am,RED,Koi b kaam kr jaye
15/06/2020,1:35 am,RED,Vese animal wala tho ho gya in sabka
15/06/2020,1:35 am,RED,Human trials h le rhe time
15/06/2020,1:36 am,RED,5 saal wala kaam month m kr rhe h
15/06/2020,1:36 am,RED,Doctors
15/06/2020,1:37 am,Tosiba,haa koshish full kr rhe h
15/06/2020,1:37 am,Tosiba,lekin bhai tab tak bas khud safe rho
15/06/2020,1:37 am,Tosiba,duniya chutio se bhari padi h
15/06/2020,1:37 am,Tosiba,log madarchodo ki trah bina mask bina safety k ghum rhe h
15/06/2020,1:37 am,RED,Bhai yaar kya kya log h iss dunia m
15/06/2020,1:37 am,RED,Han re
15/06/2020,1:37 am,RED,Infected khulle aam ghum rhe h
15/06/2020,1:39 am,Tosiba,vohi to bc
15/06/2020,1:39 am,Tosiba,apni safety khud hi h bhai ab
15/06/2020,1:40 am,RED,Han
15/06/2020,1:40 am,RED,Marks phene ko bolna papa ko
15/06/2020,1:40 am,RED,Office m b mask
15/06/2020,1:40 am,RED,Dur rhe logo se
15/06/2020,1:40 am,RED,Koi bharosa nai kisi ka
15/06/2020,1:41 am,RED,Symptoms honge b fir b bhar ghumenge
15/06/2020,1:42 am,Tosiba,mere papa to kisi ko pass nhi aane dete chahe symptoms ho ya nhi
15/06/2020,1:42 am,Tosiba,ghr aake nahate h
15/06/2020,1:42 am,RED,Han
15/06/2020,1:42 am,Tosiba,mask laga k rkhte h
15/06/2020,1:42 am,RED,Good
15/06/2020,1:42 am,Tosiba,safety full kr rhe h
15/06/2020,1:42 am,Tosiba,bike vala bhi bol dunga
15/06/2020,1:42 am,RED,Han kro bhai
15/06/2020,1:42 am,RED,Bike mai koi baith jata h
15/06/2020,1:43 am,RED,Bhot cheeze h like doornobs
15/06/2020,1:43 am,RED,Packet ka saman
15/06/2020,1:43 am,RED,72 is the longest in plastic
15/06/2020,1:43 am,RED,Ye germ rheta h
15/06/2020,1:43 am,RED,Vitamin C khao
15/06/2020,1:43 am,RED,Roz
15/06/2020,1:45 am,RED,Yaar sote hue mask phenke sota hun m
15/06/2020,1:45 am,RED,Like 24hrs
15/06/2020,1:46 am,Tosiba,tu to bhai bas safe reh
15/06/2020,1:47 am,Tosiba,sanitize krte rho
15/06/2020,1:47 am,Tosiba,zaroorat na ho tab bhi
15/06/2020,1:47 am,RED,Hn
15/06/2020,1:47 am,RED,Bhai full care h
15/06/2020,1:47 am,RED,Haldi wala doodh roz
15/06/2020,1:47 am,RED,Kada
15/06/2020,1:47 am,RED,Vitamin c
15/06/2020,1:47 am,RED,Protein
15/06/2020,1:47 am,RED,Full khana
15/06/2020,1:47 am,RED,Vegied
15/06/2020,1:47 am,RED,Vegies
15/06/2020,1:48 am,RED,Kl paneer
15/06/2020,1:48 am,Tosiba,haa sahi h
15/06/2020,1:48 am,Tosiba,kuch dikkt ho. to bta dio
15/06/2020,1:50 am,RED,Bilkul bhai
15/06/2020,12:11 pm,Gotiya,byau kse ho sb??
15/06/2020,12:11 pm,Gotiya,bhai*
15/06/2020,12:11 pm,Gotiya,@919650713357 @919205900612 @917503478845
15/06/2020,12:15 pm,Anurag,Bdia hu bhai
15/06/2020,12:23 pm,RED,M b
15/06/2020,12:23 pm,Gotiya,kuttaa utha hi ni hga ab to
15/06/2020,12:23 pm,Gotiya,tk*
15/06/2020,12:34 pm,Tosiba,me bhi bdiha6
15/06/2020,12:34 pm,Tosiba,badiya
15/06/2020,12:47 pm,Gotiya,bdia bhai
15/06/2020,12:47 pm,Gotiya,dhyan rkho sbb
15/06/2020,12:47 pm,Gotiya,or jb tk jaruri naa ho ghr se mt niklo
15/06/2020,3:36 pm,RED,Hn
16/06/2020,6:52 pm,Gotiya,<Media omitted>
17/06/2020,9:54 am,RED,Sun
17/06/2020,9:54 am,RED,Free h?
17/06/2020,9:54 am,RED,Btaio
17/06/2020,9:56 am,RED,@harsh
17/06/2020,9:56 am,RED,@919891523326
17/06/2020,10:08 am,Gotiya,han bol
18/06/2020,1:04 pm,Gotiya,@919650713357 ???
18/06/2020,2:19 pm,Anurag,Hn
18/06/2020,2:19 pm,Gotiya,criminal diaries upload marde drive or
18/06/2020,2:19 pm,Gotiya,pr*
18/06/2020,2:20 pm,Anurag,Kahan se
18/06/2020,2:21 pm,Gotiya,h ni tere pas?
18/06/2020,2:21 pm,Anurag,Nhi
20/06/2020,12:14 am,RED,Yo
20/06/2020,12:22 am,Tosiba,aur kya chlra h
20/06/2020,12:22 am,Tosiba,progress kesi h ab
20/06/2020,12:22 am,Tosiba,??
20/06/2020,12:22 am,RED,Normal
20/06/2020,12:23 am,RED,Bhas wait kr rhe h
20/06/2020,12:23 am,RED,14 days hone ka
20/06/2020,12:23 am,RED,24 ko test krwayenge
20/06/2020,12:30 am,Tosiba,acha
20/06/2020,12:30 am,Tosiba,4 din bas
20/06/2020,12:32 am,RED,Yup
20/06/2020,12:54 am,Tosiba,badiya
20/06/2020,12:54 am,Anurag,👌🏻 chlo sahi h.
20/06/2020,12:54 am,Anurag,Hmare society m bhi case agya
20/06/2020,12:54 am,Tosiba,bhai muje lgta h ki iska ilaj nhi milega
20/06/2020,12:55 am,Tosiba,ye chicken pox ki trah ho jayegi
20/06/2020,12:55 am,Tosiba,bimari
20/06/2020,12:55 am,Tosiba,dheere dheere kam ho jayegi
20/06/2020,12:55 am,Tosiba,ya fir jisko ho jayegi usko dubara nhi hogi
20/06/2020,12:55 am,Anurag,Let's see
20/06/2020,12:56 am,Tosiba,ek to ye china bhncho
20/06/2020,12:56 am,Anurag,Bhai abhi ye india china m bhi tension badd gyi h yaar
20/06/2020,12:56 am,Tosiba,gand mara rha h
20/06/2020,12:56 am,Tosiba,china bhosdivala h bhai
20/06/2020,12:56 am,Anurag,Hn yar bhosdike h ye
20/06/2020,12:56 am,Anurag,Wat a coincidence😁
20/06/2020,12:56 am,Anurag,Both on same page
20/06/2020,12:56 am,Tosiba,china ko lund chaiye ab
20/06/2020,12:56 am,Tosiba,😂😂😂
20/06/2020,12:57 am,Tosiba,inki aankhen kholni pdegi indian army ko
20/06/2020,12:57 am,Anurag,Arey abhi tu dekh xi jinping ki gotiyan nikal ke pakode tall denge india vale
20/06/2020,12:58 am,Tosiba,china chudega bc
20/06/2020,12:58 am,Anurag,Arey inke yahan laude ki sarkar h
20/06/2020,12:58 am,RED,😂😂😂 Jada jasbat m nai
20/06/2020,12:59 am,Anurag,🤣
20/06/2020,12:59 am,RED,Han china bhosdiwala h
20/06/2020,12:59 am,RED,But iss jasbat m
20/06/2020,12:59 am,RED,Military power ko bhi consider kro
20/06/2020,12:59 am,RED,China bhosdiwala h but warfare item vo he bechta h
20/06/2020,1:00 am,RED,Ladai na he ho bhas
20/06/2020,1:00 am,RED,America b alag maze le rha h
20/06/2020,1:00 am,RED,Koi dost nai h
20/06/2020,1:00 am,RED,Ajkal
20/06/2020,1:01 am,Anurag,Han vo sahi h but hum decide nhi krskte ho ya na ho ...kyuki ab baat bohot aage nikal chuki h. Jo indian army kregi humko uss decision ko manna pdega
20/06/2020,1:01 am,RED,Sabko apna faida chaiye
20/06/2020,1:01 am,RED,😂 Mujhe 1 ak4k.... 2 m4 chaiye plz govt
20/06/2020,1:02 am,RED,Mai b ladunga but please smoke granade de dena
20/06/2020,1:02 am,RED,China ko m khatam krunga
20/06/2020,1:02 am,Anurag,Bhai agr ladai ho jati h na to kam se kam China ko ye baat pta rhegi ki unki territory kitni h.
20/06/2020,1:02 am,RED,Corona ke vajha se mai 14days kis phase se guzra hun mujhe he pata h
20/06/2020,1:03 am,RED,Khana peena sab mushkil hogya lana
20/06/2020,1:03 am,Anurag,Bhai china bus corona issue ko bhatka rha h.
20/06/2020,1:03 am,RED,Bc kl medicine lani h
20/06/2020,1:03 am,Anurag,Kyu nikalne nhi de rhe h kya?
20/06/2020,1:03 am,Anurag,Ghar se bahar chale ja?
20/06/2020,1:04 am,RED,Abe pagal gate tak nai khula 10 days se
20/06/2020,1:04 am,RED,😂😂😂
20/06/2020,1:04 am,RED,Not allowed h
20/06/2020,1:04 am,Tosiba,bhai indian army kam nhi h
20/06/2020,1:04 am,Anurag,Ku? Mna kia h
20/06/2020,1:04 am,Tosiba,maa chod degi
20/06/2020,1:04 am,Anurag,Ohk
20/06/2020,1:04 am,Tosiba,salo ki
20/06/2020,1:04 am,RED,Wtf bhai quarantine kr rakha h kitni baar bolun
20/06/2020,1:04 am,Tosiba,china ungli krega to indian army danda kregi
20/06/2020,1:05 am,Tosiba,14 days k baad sab seal vagera hata denge na?
20/06/2020,1:05 am,Tosiba,agar negative aya result
20/06/2020,1:05 am,Tosiba,jo anaa hi h
20/06/2020,1:05 am,Anurag,Hn vo to pta hi hai... M bus itna bol rha hu jo bhi decision legi humko unka sath hi dena h.
20/06/2020,1:05 am,RED,Han neg aya tho hatega
20/06/2020,1:05 am,Tosiba,haa vo to hai hi🔥
20/06/2020,1:05 am,RED,Bhai kuch b ho ladai na ho
20/06/2020,1:05 am,RED,Pray kro
20/06/2020,1:06 am,RED,Fucked up ho jayega sab kuch
20/06/2020,1:06 am,Tosiba,bhai vo khud ungli kar rha h
20/06/2020,1:06 am,Tosiba,china
20/06/2020,1:06 am,Tosiba,india ne to kbhi kisi se ladna nhi chaha
20/06/2020,1:06 am,Tosiba,chahe ho pakistan hi kyu na hi
20/06/2020,1:06 am,Tosiba,ho
20/06/2020,1:06 am,Tosiba,indian army pehle attack  kbhi nhi krti
20/06/2020,1:06 am,RED,India m ungli krnge danda de denge
20/06/2020,1:06 am,Tosiba,lekin koi ungli krega to danda krna janti h
20/06/2020,1:06 am,RED,But yar history gwha h
20/06/2020,1:06 am,Tosiba,china yehi chahta h bhai
20/06/2020,1:07 am,RED,Jha jha ladai hui h
20/06/2020,1:07 am,RED,Vha vha reults gande hue h
20/06/2020,1:07 am,Tosiba,china apne aap ko baap smjhne laga h
20/06/2020,1:07 am,Tosiba,ho jayegi to apan kya kr lenge bta
20/06/2020,1:07 am,Anurag,Bhai abhi m bta rha hu agr ladai ho jati h na bohot acha rhega.
20/06/2020,1:07 am,RED,Mere 3 cousin defence m h
20/06/2020,1:07 am,RED,Aur 2 dadu 2 chachu
20/06/2020,1:07 am,Tosiba,abhi bhi indian bnde china ka app uninstall nhi kar paa rhe bc
20/06/2020,1:07 am,Tosiba,sale dalle h
20/06/2020,1:08 am,RED,Sab ready h ladne ke lie
20/06/2020,1:08 am,Anurag,Bhai but china ne pre planned attack krke bohot galat kia. 20 soldiers maar diye
20/06/2020,1:08 am,Tosiba,itne chutiya bhare pade h yahi
20/06/2020,1:08 am,Tosiba,jung to chhir chuki h
20/06/2020,1:08 am,Tosiba,ye manle
20/06/2020,1:08 am,RED,Khe rhe h bhaiya ki desh ke lie kurban hone ka he wait h
20/06/2020,1:08 am,RED,India ne 45 maee
20/06/2020,1:08 am,RED,Mare
20/06/2020,1:09 am,Tosiba,indians chahe to silent war me china ki maiya chod skte h
20/06/2020,1:09 am,RED,Badla
20/06/2020,1:09 am,Tosiba,lekin nhi
20/06/2020,1:09 am,Tosiba,chut k saudagar h yaha log
20/06/2020,1:09 am,Anurag,Han bhai pura world isko cover kr rha h... India China us Russia Britain or kya chahiye
20/06/2020,1:09 am,Tosiba,bhosdivale
20/06/2020,1:09 am,RED,Bhai 😂😂 tujhe righht side ka pata h?
20/06/2020,1:09 am,RED,Kisi ko b?
20/06/2020,1:09 am,RED,Rosevlt
20/06/2020,1:09 am,RED,And 2 careers?
20/06/2020,1:09 am,Tosiba,china k products vagera bnd ho jaye to adha China ese hi beh jaye
20/06/2020,1:10 am,RED,Tum m se kisi ko pata h
20/06/2020,1:10 am,Anurag,Koi nhi yaar but pre planned attack nhi tha na... hta to 100 pkka they
20/06/2020,1:10 am,RED,?
20/06/2020,1:10 am,RED,America right se China ki lega pacific m
20/06/2020,1:10 am,Tosiba,aram se
20/06/2020,1:11 am,RED,3no carrers a gye h
20/06/2020,1:11 am,RED,Neeche se b america rwady h
20/06/2020,1:11 am,Tosiba,bhai china ki lene k liye sab ready h
20/06/2020,1:11 am,Tosiba,pakistan ko chhor k
20/06/2020,1:11 am,RED,Jo hare lakshwadeep se hidden i land h amwrica ka
20/06/2020,1:11 am,RED,Vha se b rwady h
20/06/2020,1:12 am,Anurag,Inhone agreement break kiye h bohot plus humare yahan aakr war kri h hum inke pas nhi gye
20/06/2020,1:12 am,Anurag,Nepal bhi MC h
20/06/2020,1:12 am,Tosiba,bhai pura india moot de to Pakistan nepal to ese hi doob jaye
20/06/2020,1:12 am,RED,Nepal
20/06/2020,1:12 am,RED,Ka shaq h mujhe
20/06/2020,1:12 am,Tosiba,pakistan ko raato raato khtm kar skta h india
20/06/2020,1:12 am,RED,Russia b nai ladega
20/06/2020,1:13 am,Anurag,Ladega nhi lkin moral support india ka hi krega
20/06/2020,1:13 am,Anurag,No matter what situation is
20/06/2020,1:13 am,Tosiba,supply to karega weapon
20/06/2020,1:13 am,RED,Russia ka deed h china se
20/06/2020,1:13 am,Tosiba,india ko
20/06/2020,1:13 am,RED,😂😂😂 America ne he kraya tha
20/06/2020,1:13 am,RED,Bhul gye kya?
20/06/2020,1:13 am,RED,Sab?
20/06/2020,1:13 am,Anurag,Krdiye bhai aircraft aagye india
20/06/2020,1:13 am,RED,Who china chalata h
20/06/2020,1:14 am,RED,Sare nai aye
20/06/2020,1:14 am,RED,Info h bhas news ki
20/06/2020,1:14 am,Tosiba,Russia k weapons indian army ko de do to China ko gand ki trah faad de
20/06/2020,1:14 am,Tosiba,indian army k paas bas weapons ki kami h
20/06/2020,1:14 am,RED,Bhaiya se puchunga airforce m h
20/06/2020,1:14 am,RED,Unko sab ki khabar h
20/06/2020,1:14 am,Anurag,US ne who ki gaand maardi... Donald Trump ki last tweet m usne fundings bhi band krdi h
20/06/2020,1:14 am,RED,Abhi belgaum m h
20/06/2020,1:15 am,RED,China 10 rs deta tha
20/06/2020,1:15 am,RED,Aur america 1000
20/06/2020,1:15 am,RED,But who bewafa nikli
20/06/2020,1:16 am,Tosiba,bhai corona ki vjah se US ki maa chud gyi hai
20/06/2020,1:16 am,RED,Bhai warfare m usa b agge h
20/06/2020,1:16 am,Tosiba,upar se public govt k against h
20/06/2020,1:16 am,RED,Vo b gand fad dega
20/06/2020,1:16 am,RED,Vha ka scene he kuch esa kia h.....
20/06/2020,1:17 am,RED,Govt kr he esa rhi h
20/06/2020,1:17 am,Tosiba,trump ki. maiya chudi padi h abhi
20/06/2020,1:17 am,Anurag,Hn vo to h hi
20/06/2020,1:17 am,Tosiba,pehli baar nhi hua bhai
20/06/2020,1:17 am,Anurag,Bhai vo to h hi.
20/06/2020,1:17 am,Tosiba,vaha kabse hota h ye
20/06/2020,1:17 am,RED,Trump bible ke name pe bhot glat kia yr
20/06/2020,1:18 am,RED,Black president hokar b esa ho rha h america m
20/06/2020,1:18 am,Anurag,Bhai killings to Barack Obama ke time pe bhi hui thi tab bakchodi nhi hui.... Abhi isliye ho rhi h kyuki 3nov 2020 ko elections h
20/06/2020,1:18 am,RED,Religion ke name pe vote lia usne aur jab reporter ne verse puchi tho btaya nai ek b
20/06/2020,1:18 am,Anurag,Usa m
20/06/2020,1:19 am,RED,Tune house if cards dekha h?
20/06/2020,1:19 am,RED,Sab samajh a jayega
20/06/2020,1:19 am,Anurag,Nhi
20/06/2020,1:19 am,RED,Kya chalta h america m
20/06/2020,1:20 am,RED,Kese admin control krti h
20/06/2020,1:20 am,RED,World ko
20/06/2020,1:20 am,RED,Literally America controls world
20/06/2020,1:20 am,Anurag,Bhai lkin vo itna chutia h usko koi farq nhi padta jo bhi ho. Next hitler ban jayega vo
20/06/2020,1:21 am,RED,They have armies all over the world
20/06/2020,1:21 am,RED,America ne british ki gand marke indian i land lia tha
20/06/2020,1:21 am,Anurag,Vo to h hi.. china ko boycott kia America ne... Ab vo india ka sath isliye hi de rha h kyuki hum Asia m 2 nd most best country h after china
20/06/2020,1:22 am,Tosiba,haa
20/06/2020,1:22 am,RED,India is calm country
20/06/2020,1:22 am,Tosiba,india k log chutya h bhai
20/06/2020,1:22 am,RED,But very late on dicision making
20/06/2020,1:22 am,RED,Bhot dheere work krta h india
20/06/2020,1:22 am,Tosiba,silent war krte to china ki pehle hi maa chud jatii
20/06/2020,1:23 am,Anurag,Bhai yahan carryminati ko support krne ajayenge lkin Jahan desh ko support krne ki baat hogi
20/06/2020,1:23 am,Tosiba,bhai ab pehle vala hisab nhi rha
20/06/2020,1:23 am,RED,Suno meri baat tum b agree kroge
20/06/2020,1:23 am,Tosiba,actions leti h indian army
20/06/2020,1:23 am,Anurag,Inki gaand kkilas jayegi
20/06/2020,1:23 am,Tosiba,bahut sahi
20/06/2020,1:23 am,Tosiba,congress ki gand fat ti thi
20/06/2020,1:23 am,Tosiba,modi attack krta h
20/06/2020,1:23 am,RED,Aaj boycot China kr rhe h ka sab bhul ke momos lha rhe honge
20/06/2020,1:24 am,RED,Fir bolenge mi ka new launch aya h
20/06/2020,1:24 am,Tosiba,bhai chutiye bhare pade h
20/06/2020,1:24 am,RED,10k ka
20/06/2020,1:24 am,Tosiba,bhai momos bnane vala to indian hi h
20/06/2020,1:24 am,RED,Par indiam product is 12k
20/06/2020,1:24 am,Tosiba,china ka food boycott mat kro
20/06/2020,1:24 am,Anurag,👌🏻👍🏻
20/06/2020,1:24 am,Tosiba,lekin technical products kro
20/06/2020,1:24 am,Anurag,Bhai khana to khayenge hi
20/06/2020,1:24 am,RED,2k bachne ke chakkar m mi lega
20/06/2020,1:24 am,Anurag,India m hi banta h
20/06/2020,1:24 am,Tosiba,haa usse fayda apne logo ko hi hai
20/06/2020,1:25 am,RED,Giving example
20/06/2020,1:25 am,Anurag,Bhai tu northeast valo ki gaand marega robin😁
20/06/2020,1:25 am,Tosiba,smjhdar nhi lega
20/06/2020,1:25 am,Tosiba,example deta hu
20/06/2020,1:25 am,Tosiba,ayab
20/06/2020,1:25 am,Tosiba,ne abhi phone liya
20/06/2020,1:25 am,Tosiba,5hzar mehnga liya
20/06/2020,1:25 am,Tosiba,samsung
20/06/2020,1:25 am,Tosiba,lekin china ka lene se bilkul mana kar diya tha
20/06/2020,1:25 am,Tosiba,launde ne
20/06/2020,1:25 am,RED,Kbki baat h ye?
20/06/2020,1:25 am,Tosiba,bhai bndo k upr h
20/06/2020,1:25 am,Tosiba,4din pehle ki
20/06/2020,1:25 am,RED,Bhas
20/06/2020,1:26 am,RED,4days phele ki h na
20/06/2020,1:26 am,Anurag,Bhai Maine khud earphones liye boat ke 1500 ke or senheiser ke 700 ke.. mere pas options they ki m Chinese lu
20/06/2020,1:26 am,Tosiba,bhai war bhi to abhi hui h
20/06/2020,1:26 am,Tosiba,pehle war nhi thi
20/06/2020,1:26 am,RED,Last year se phele sabke paas mi
20/06/2020,1:26 am,RED,He h
20/06/2020,1:27 am,RED,Log madarchod the h aur rhenge... Bolne ki baat h kitna b bolle krenge esa he
20/06/2020,1:27 am,RED,Phele bechare indians hand made bnate the... Job thi unki
20/06/2020,1:27 am,Tosiba,ab jo china k product lenge na china ki esi harkat k baad bhi vo to jhant k baal h bhsdivale
20/06/2020,1:27 am,RED,China industries ne cheen li
20/06/2020,1:28 am,Tosiba,mehnga lelo bahi
20/06/2020,1:28 am,RED,2nd thing india mai jo b phone bante h uske chips china ke he h
20/06/2020,1:28 am,Tosiba,chalega bhi zyada
20/06/2020,1:28 am,Anurag,BC maine to Chinese MNC company ki chhod di... Mujhse bda sacrifice kon dega. 🤣
20/06/2020,1:28 am,Tosiba,company pe depend krta h
20/06/2020,1:28 am,Tosiba,parts alag alag companies bnati h
20/06/2020,1:28 am,RED,Bhai sabka computer aur laptop b china ka h
20/06/2020,1:29 am,Tosiba,😂😂🔥🔥🔥
20/06/2020,1:29 am,Anurag,Kyu Tushar ...ab mera example dio tu dosto ko.
20/06/2020,1:29 am,Tosiba,haa bhai
20/06/2020,1:29 am,RED,😂😂😂 Opppooo
20/06/2020,1:29 am,Tosiba,🔥
20/06/2020,1:29 am,RED,Bb ki vine ne indian issue m video bnai
20/06/2020,1:29 am,Anurag,Maachdaye choppo oppo
20/06/2020,1:29 am,Tosiba,bhai ab jo khareed liya vo khareed liya
20/06/2020,1:29 am,RED,Kisi ne appriciate ni kia
20/06/2020,1:29 am,Tosiba,pesa to gya na
20/06/2020,1:29 am,RED,Sabko carry carry pada hua h
20/06/2020,1:29 am,Tosiba,ab jo khareedna h
20/06/2020,1:29 am,Tosiba,vo
20/06/2020,1:30 am,Anurag,Bhai ab dekho ab mat kharidna china ka
20/06/2020,1:30 am,Tosiba,bhai carry ka support bhi tab badha jab baat tiktok pe aayi
20/06/2020,1:30 am,RED,Kon kharidta h china ka....
20/06/2020,1:30 am,RED,Bhai samsung b china se chips bnata h
20/06/2020,1:31 am,RED,Royality indirectly vhi khata h
20/06/2020,1:31 am,Tosiba,bhai koi na koi part to china ka milega hi tuje
20/06/2020,1:31 am,Anurag,Yaar rbobin but company korean h na
20/06/2020,1:31 am,Tosiba,har kisi cheeze me
20/06/2020,1:31 am,RED,Ab shakti processor h.... Kisko pata h uske bare m?
20/06/2020,1:31 am,RED,Risk 5 architecture
20/06/2020,1:31 am,RED,Ka h
20/06/2020,1:31 am,Anurag,To gdp pe jo increment hoga vo Korea ko hoga
20/06/2020,1:31 am,RED,Open source
20/06/2020,1:31 am,Tosiba,but major cheeze khareedna bnd krde to
20/06/2020,1:31 am,Tosiba,dheere dheere kam hota h bhai sab
20/06/2020,1:31 am,Tosiba,major cheeze khareedna bnd krde
20/06/2020,1:32 am,Tosiba,to china ki gand fatt jayegi
20/06/2020,1:32 am,RED,Mere bhai kuch korean vagera nai h.... Jiska china sab cheez m ghusa h
20/06/2020,1:32 am,RED,Cheap bnata h
20/06/2020,1:32 am,Tosiba,minor cheezo se itna benefit nhi hota
20/06/2020,1:32 am,RED,India ko free chaiye but develop nai krta
20/06/2020,1:32 am,Tosiba,india me sirf china k phones laptop tv binkna band ho jaye
20/06/2020,1:32 am,Tosiba,usi me china moot dega
20/06/2020,1:33 am,Tosiba,mauka nhi milta bhai
20/06/2020,1:33 am,Tosiba,india ko
20/06/2020,1:33 am,Tosiba,company nhi h
20/06/2020,1:33 am,Tosiba,indian
20/06/2020,1:33 am,Tosiba,nhi to india me itna talent bhara pada h bhai
20/06/2020,1:33 am,RED,Agar shakti processor a gya ma 80% replace ho jayega machine ke chips
20/06/2020,1:33 am,Tosiba,engineers itne h na
